,T,conversion,revenue,pre_exp_revenue,num_actions,trigger_dates,currency,country_of_origin,segment_1,segment_2,segment_3
1157,2,1,695.3584226012819,510.52211147454216,8,2022-01-04 20:50:00,USD,USD,Old,Rare,10+ transfers
1158,0,0,0.0,345.92604434109586,0,2022-01-18 03:53:00,GBP,USD,Old,Active,10- transfers
1159,2,0,0.0,889.7171024380202,0,2022-01-21 14:24:00,GBP,UK,Old,Rare,10+ transfers
1160,0,0,0.0,373.77635291099944,0,2022-01-08 11:21:00,GBP,UK,New,Rare,10- transfers
1161,2,1,426.2764627991353,147.29022594483956,9,2022-01-21 14:52:00,GBP,UK,Old,Usual,10- transfers
1162,1,1,317.1299243755682,561.9915497636807,8,2022-01-05 22:41:00,GBP,US,Old,Active,10- transfers
1163,0,0,0.0,2422.8004604184166,0,2022-01-04 00:53:00,EUR,UK,Old,Rare,10+ transfers
1164,1,0,0.0,76.98877004542653,0,2022-01-01 22:13:00,GBP,US,Old,Rare,10+ transfers
1165,0,1,278.00290987001756,284.89977425405624,6,2022-01-13 16:36:00,EUR,UK,Old,Usual,10- transfers
1166,0,1,180.45227423364653,77.81119216254115,11,2022-01-01 08:44:00,EUR,USD,Old,Active,10+ transfers
1167,2,1,164.55585983310132,629.8472635706228,10,2022-01-03 20:04:00,USD,UK,New,Rare,10+ transfers
1168,2,0,0.0,252.59723306437792,0,2022-01-21 17:41:00,EUR,USD,New,Rare,10+ transfers
1169,2,1,174.84218538699167,383.4843289013506,5,2022-01-05 10:34:00,GBP,US,New,Active,10- transfers
1170,0,0,0.0,59.96473108681996,0,2022-01-20 23:07:00,USD,US,Old,Active,10+ transfers
1171,2,0,0.0,755.2747129970039,0,2022-01-21 15:11:00,USD,USD,New,Rare,10+ transfers
1172,2,1,528.3507354345087,224.6353090520161,5,2022-01-12 15:01:00,GBP,US,New,Usual,10- transfers
1173,1,0,0.0,143.76945404611038,0,2022-01-05 09:23:00,EUR,US,New,Active,10+ transfers
1174,1,1,809.1863811399912,76.61389014522423,12,2022-01-11 18:35:00,USD,USD,Old,Active,10- transfers
1175,1,1,476.1236412932234,149.9780226246455,7,2022-01-10 00:58:00,EUR,USD,New,Rare,10+ transfers
1176,0,0,0.0,2019.759258415484,0,2022-01-14 04:22:00,GBP,US,Old,Usual,10+ transfers
1177,2,0,0.0,213.64528256064284,0,2022-01-18 16:34:00,EUR,USD,New,Usual,10+ transfers
1178,0,0,0.0,82.05180950045666,0,2022-01-08 13:24:00,USD,US,New,Usual,10+ transfers
1179,1,0,0.0,1110.3565839239463,0,2022-01-01 07:30:00,USD,USD,New,Usual,10+ transfers
1180,2,1,328.12579175047426,614.4439444610713,11,2022-01-20 03:13:00,USD,UK,New,Active,10- transfers
1181,2,1,1288.214096505169,316.24312158878456,12,2022-01-04 14:46:00,USD,USD,New,Rare,10+ transfers
1182,1,0,0.0,1182.997848290689,0,2022-01-16 15:27:00,USD,UK,Old,Usual,10+ transfers
1183,1,1,148.52694456892178,1435.7776594456868,7,2022-01-09 03:34:00,EUR,USD,New,Active,10+ transfers
1184,2,0,0.0,115.33146435889543,0,2022-01-14 11:42:00,USD,US,New,Active,10+ transfers
1185,2,0,0.0,1017.4249385436311,0,2022-01-17 01:21:00,USD,US,New,Active,10- transfers
1186,2,1,456.1393528314893,721.539888617776,11,2022-01-10 00:12:00,USD,UK,New,Usual,10+ transfers
1187,0,1,90.90918157840261,664.6562732147934,9,2022-01-07 15:43:00,EUR,UK,Old,Rare,10+ transfers
1188,1,1,246.8716618233565,3395.5452217864536,9,2022-01-18 00:13:00,EUR,UK,New,Active,10+ transfers
1189,1,1,76.14886658627888,215.67773484593363,9,2022-01-06 15:01:00,USD,USD,New,Usual,10+ transfers
1190,2,1,407.64314417019983,428.1521921538161,5,2022-01-01 15:53:00,GBP,USD,New,Usual,10+ transfers
1191,0,1,1327.0408906863345,1704.0582619736572,10,2022-01-19 07:00:00,GBP,UK,Old,Usual,10+ transfers
1192,1,0,0.0,1412.8529827462705,0,2022-01-07 14:22:00,USD,UK,Old,Active,10- transfers
1193,1,0,0.0,686.618731365708,0,2022-01-05 15:19:00,USD,US,New,Rare,10+ transfers
1194,1,0,0.0,240.8853968628123,0,2022-01-01 04:49:00,EUR,USD,Old,Active,10- transfers
1195,2,1,171.97288001074855,505.3244333520581,3,2022-01-12 05:05:00,USD,USD,Old,Active,10- transfers
1196,0,1,972.9941914919928,1420.5033480373895,7,2022-01-05 21:52:00,GBP,US,New,Rare,10- transfers
1197,2,1,30.696672588018437,638.3244313864477,6,2022-01-10 10:08:00,EUR,UK,New,Active,10- transfers
1198,1,0,0.0,2067.0723891687385,0,2022-01-07 17:18:00,GBP,UK,New,Rare,10- transfers
1199,0,0,0.0,438.5378401771805,0,2022-01-16 09:08:00,GBP,USD,Old,Active,10+ transfers
1200,0,0,0.0,306.6960498863172,0,2022-01-17 04:54:00,GBP,UK,Old,Rare,10+ transfers
1201,0,0,0.0,502.5629107723766,0,2022-01-07 10:55:00,EUR,US,Old,Usual,10- transfers
1202,0,1,236.35429019873905,686.5839025787058,6,2022-01-21 05:59:00,EUR,USD,Old,Active,10- transfers
1203,2,1,405.5331023840905,1508.1419005866487,11,2022-01-17 08:51:00,GBP,US,New,Usual,10- transfers
1204,0,0,0.0,908.2936135631765,0,2022-01-10 07:26:00,USD,UK,Old,Usual,10+ transfers
1205,2,0,0.0,1271.420427466902,0,2022-01-03 18:45:00,GBP,USD,New,Rare,10- transfers
1206,2,0,0.0,24.42475347062063,0,2022-01-03 05:17:00,USD,UK,Old,Active,10+ transfers
1207,0,0,0.0,341.1046853938755,0,2022-01-15 09:18:00,GBP,USD,Old,Usual,10+ transfers
1208,1,0,0.0,274.42428291665766,0,2022-01-16 13:00:00,EUR,UK,New,Usual,10+ transfers
1209,1,1,229.00241260618807,307.70022758571565,9,2022-01-19 02:54:00,USD,UK,New,Rare,10+ transfers
1210,2,0,0.0,126.0389826649229,0,2022-01-16 01:46:00,EUR,USD,New,Active,10+ transfers
1211,1,1,102.373346914338,130.9428738012563,5,2022-01-02 19:30:00,EUR,USD,Old,Active,10+ transfers
1212,2,0,0.0,223.76373769640514,0,2022-01-07 02:08:00,USD,USD,Old,Active,10+ transfers
1213,2,1,4089.731783526855,451.099396797185,9,2022-01-08 03:00:00,USD,UK,Old,Rare,10- transfers
1214,1,0,0.0,3525.580131720378,0,2022-01-19 01:14:00,USD,USD,New,Active,10+ transfers
1215,2,1,2253.6904386034275,138.98194304559198,9,2022-01-03 05:17:00,EUR,USD,New,Rare,10- transfers
1216,2,1,131.6939296071947,932.4302353361988,5,2022-01-08 07:21:00,USD,US,New,Usual,10- transfers
1217,2,1,209.37938846463737,998.9541603449035,6,2022-01-19 13:47:00,GBP,US,Old,Active,10+ transfers
1218,0,0,0.0,2331.293487958316,0,2022-01-01 05:04:00,GBP,US,New,Usual,10- transfers
1219,0,1,114.72768333214844,114.311528594211,9,2022-01-12 12:36:00,EUR,UK,New,Rare,10- transfers
1220,1,1,2110.012187958541,420.5699394067665,7,2022-01-21 17:07:00,EUR,US,New,Usual,10+ transfers
1221,0,0,0.0,135.79044622269848,0,2022-01-11 12:46:00,GBP,USD,Old,Rare,10+ transfers
1222,1,1,56.61163060383987,1517.7151600162335,10,2022-01-19 04:18:00,USD,US,New,Usual,10+ transfers
1223,1,1,2105.7259608470163,1566.2877469071652,13,2022-01-15 15:39:00,USD,USD,Old,Rare,10+ transfers
1224,2,1,221.86725585366537,1206.8270062343079,11,2022-01-06 23:39:00,GBP,UK,Old,Usual,10- transfers
1225,2,0,0.0,100.41905951545455,0,2022-01-02 03:01:00,USD,US,Old,Usual,10- transfers
1226,1,0,0.0,707.1014088263684,0,2022-01-12 09:31:00,USD,UK,Old,Rare,10- transfers
1227,2,1,339.4991404491824,560.0339542289137,5,2022-01-01 03:46:00,EUR,USD,Old,Usual,10+ transfers
1228,0,0,0.0,355.2839808041934,0,2022-01-08 23:28:00,GBP,UK,Old,Rare,10+ transfers
1229,0,0,0.0,250.7402145538903,0,2022-01-15 18:39:00,GBP,US,Old,Usual,10+ transfers
1230,1,0,0.0,159.33422398056368,0,2022-01-16 01:21:00,EUR,UK,New,Rare,10- transfers
1231,2,1,563.6218014398193,161.77527942624175,9,2022-01-15 13:35:00,GBP,US,Old,Usual,10- transfers
1232,2,0,0.0,477.76263265629285,0,2022-01-07 02:00:00,GBP,US,New,Active,10+ transfers
1233,1,0,0.0,131.52219835391176,0,2022-01-11 15:03:00,EUR,USD,New,Rare,10+ transfers
1234,2,1,827.6724101736822,70.92099160026808,7,2022-01-17 08:19:00,USD,US,Old,Active,10+ transfers
1235,2,0,0.0,567.6261855379129,0,2022-01-10 22:43:00,GBP,USD,New,Usual,10- transfers
1236,1,1,59.15691234227351,172.04767191967747,13,2022-01-03 12:51:00,EUR,US,Old,Usual,10+ transfers
1237,2,0,0.0,1816.7192080642064,0,2022-01-08 12:34:00,EUR,US,Old,Usual,10- transfers
1238,0,1,164.74607485154206,463.65928725192254,7,2022-01-20 04:48:00,EUR,USD,New,Active,10- transfers
1239,0,0,0.0,34.66817728652228,0,2022-01-09 15:53:00,EUR,UK,New,Usual,10+ transfers
1240,2,0,0.0,348.2154746246981,0,2022-01-20 12:22:00,EUR,US,Old,Active,10+ transfers
1241,1,1,640.1075009416882,217.81753103436526,10,2022-01-12 05:00:00,EUR,US,New,Rare,10- transfers
1242,0,1,297.88805540083825,261.5561610011941,6,2022-01-07 00:34:00,EUR,USD,New,Active,10- transfers
1243,2,1,330.9100836446721,263.9666124610059,4,2022-01-14 03:16:00,EUR,USD,Old,Active,10+ transfers
1244,2,1,388.3750923890343,300.0432471322547,8,2022-01-19 12:59:00,USD,US,New,Active,10+ transfers
1245,1,1,588.1328097143278,661.56527139052,15,2022-01-19 16:37:00,USD,US,New,Usual,10- transfers
1246,1,1,1813.3315580759797,489.6208757859563,10,2022-01-14 04:59:00,GBP,US,New,Rare,10- transfers
1247,0,1,1103.0346478883487,1328.4186988542922,16,2022-01-13 06:33:00,USD,US,New,Rare,10- transfers
1248,2,0,0.0,312.1950778374568,0,2022-01-04 01:01:00,EUR,US,New,Rare,10- transfers
1249,1,0,0.0,1189.5972754011348,0,2022-01-01 17:03:00,GBP,USD,Old,Usual,10- transfers
1250,1,0,0.0,982.4379113101654,0,2022-01-12 00:14:00,USD,USD,New,Rare,10- transfers
1251,1,1,1609.7182232731661,2183.03927217339,10,2022-01-04 03:36:00,USD,UK,Old,Usual,10- transfers
1252,0,0,0.0,488.04443525561413,0,2022-01-06 14:28:00,GBP,US,Old,Usual,10- transfers
1253,1,0,0.0,291.7434945989543,0,2022-01-21 04:11:00,EUR,USD,Old,Usual,10- transfers
1254,2,1,671.9899808777577,468.8643000072829,8,2022-01-08 18:41:00,GBP,UK,New,Rare,10- transfers
1255,1,0,0.0,607.8348839641925,0,2022-01-12 09:05:00,USD,UK,Old,Rare,10+ transfers
1256,1,1,371.493850033043,2182.336837597043,8,2022-01-19 14:13:00,GBP,US,Old,Active,10- transfers
1257,1,0,0.0,510.76374780106573,0,2022-01-10 07:21:00,GBP,USD,New,Usual,10- transfers
1258,0,0,0.0,564.7954416628419,0,2022-01-04 09:52:00,GBP,USD,New,Active,10+ transfers
1259,2,1,183.83886288329015,79.59587782724783,7,2022-01-18 14:13:00,GBP,UK,Old,Usual,10+ transfers
1260,0,1,678.1005011140116,812.3562623891463,13,2022-01-13 02:58:00,EUR,USD,New,Rare,10- transfers
1261,1,0,0.0,167.16847776434085,0,2022-01-17 00:13:00,GBP,US,New,Active,10- transfers
1262,2,1,153.14257694034478,172.42074618965214,9,2022-01-18 15:22:00,GBP,USD,New,Active,10+ transfers
1263,1,0,0.0,140.01016375013688,0,2022-01-18 05:46:00,EUR,US,Old,Active,10- transfers
1264,0,0,0.0,160.3518306267644,0,2022-01-19 14:00:00,EUR,UK,New,Active,10+ transfers
1265,2,0,0.0,839.2500430048078,0,2022-01-16 22:14:00,EUR,US,Old,Usual,10- transfers
1266,1,0,0.0,318.6531789152093,0,2022-01-02 01:35:00,EUR,USD,New,Rare,10- transfers
1267,2,0,0.0,232.82622238245528,0,2022-01-06 10:46:00,GBP,US,New,Rare,10- transfers
1268,1,0,0.0,27.738268621888906,0,2022-01-15 16:41:00,GBP,US,Old,Active,10- transfers
1269,2,1,388.1442216247204,327.2449312329657,3,2022-01-07 07:32:00,USD,UK,Old,Active,10- transfers
1270,0,1,2052.3074466150442,140.13264908441755,11,2022-01-15 17:24:00,GBP,USD,New,Rare,10- transfers
1271,1,0,0.0,197.93804517460907,0,2022-01-15 14:46:00,USD,US,New,Usual,10- transfers
1272,1,1,552.9784114090489,1699.3723255047712,6,2022-01-21 06:32:00,USD,US,Old,Usual,10+ transfers
1273,0,0,0.0,578.7952426096014,0,2022-01-19 22:07:00,EUR,USD,Old,Rare,10+ transfers
1274,2,1,845.9386139927813,852.3687087223368,11,2022-01-21 01:59:00,EUR,USD,Old,Usual,10+ transfers
1275,2,1,793.2043275383237,1141.5292626117075,10,2022-01-04 10:46:00,EUR,US,Old,Rare,10+ transfers
1276,1,1,332.1189514371794,950.325057649864,7,2022-01-03 21:25:00,EUR,US,New,Active,10- transfers
1277,2,1,661.4335033128027,472.61595178033906,9,2022-01-09 10:27:00,GBP,UK,New,Active,10+ transfers
1278,2,0,0.0,670.2698993934735,0,2022-01-08 23:08:00,USD,USD,Old,Active,10+ transfers
1279,2,1,1104.7965425007367,61.44580282728628,6,2022-01-21 01:24:00,EUR,UK,New,Active,10+ transfers
1280,1,1,600.7087459905215,132.93233858027162,12,2022-01-08 20:34:00,USD,US,New,Rare,10- transfers
1281,2,0,0.0,1039.8810821137981,0,2022-01-10 06:00:00,USD,USD,Old,Active,10+ transfers
1282,0,1,188.20595983714782,266.23863524854437,11,2022-01-01 08:55:00,USD,UK,New,Active,10+ transfers
1283,2,0,0.0,320.8904909486952,0,2022-01-04 01:03:00,GBP,USD,Old,Rare,10- transfers
1284,2,0,0.0,181.0109341705168,0,2022-01-16 06:27:00,EUR,US,Old,Active,10- transfers
1285,0,1,1978.999137613288,292.5590818512767,14,2022-01-17 07:19:00,GBP,UK,New,Rare,10- transfers
1286,0,1,148.34141500637452,1397.0549358208473,8,2022-01-19 21:33:00,USD,UK,Old,Active,10+ transfers
1287,2,1,263.3213875659569,69.86858368916606,6,2022-01-18 03:06:00,EUR,US,New,Active,10+ transfers
1288,0,0,0.0,262.2962334862794,0,2022-01-17 18:38:00,GBP,USD,New,Usual,10- transfers
1289,1,0,0.0,660.1859412138779,0,2022-01-13 11:55:00,GBP,USD,Old,Rare,10+ transfers
1290,2,1,905.2762664476328,490.92708950650035,8,2022-01-20 16:26:00,EUR,UK,New,Rare,10- transfers
1291,2,1,108.57061181236804,63.60951299800659,10,2022-01-04 11:08:00,EUR,USD,New,Active,10+ transfers
1292,2,1,130.8385325551725,223.533843903107,7,2022-01-13 03:48:00,EUR,UK,New,Active,10- transfers
1293,0,0,0.0,345.8902287201705,0,2022-01-19 13:33:00,GBP,UK,New,Usual,10- transfers
1294,2,0,0.0,206.2980456608876,0,2022-01-18 08:56:00,EUR,USD,New,Rare,10- transfers
1295,0,1,194.0738932094646,705.9927158924183,7,2022-01-16 00:55:00,USD,US,New,Usual,10+ transfers
1296,0,1,2874.573737732182,657.1826458227579,4,2022-01-04 13:49:00,USD,UK,New,Active,10+ transfers
1297,0,0,0.0,158.80151740732788,0,2022-01-08 22:20:00,USD,USD,Old,Active,10+ transfers
1298,2,0,0.0,565.1116823038438,0,2022-01-07 19:18:00,EUR,USD,Old,Rare,10- transfers
1299,2,1,751.9768862594012,1300.3477655465276,11,2022-01-08 14:57:00,GBP,USD,New,Usual,10- transfers
1300,2,1,2480.8982712564557,422.4285498700855,6,2022-01-08 04:51:00,EUR,USD,New,Active,10- transfers
1301,1,1,74.8626544598796,165.988189658581,9,2022-01-08 20:10:00,USD,US,Old,Active,10+ transfers
1302,2,0,0.0,1037.021699411079,0,2022-01-02 04:14:00,USD,USD,New,Active,10- transfers
1303,0,0,0.0,74.79242282551984,0,2022-01-11 06:35:00,EUR,US,Old,Active,10+ transfers
1304,2,1,178.71762803170753,4112.453267742792,11,2022-01-14 23:02:00,EUR,UK,Old,Active,10- transfers
1305,1,0,0.0,363.7148470647584,0,2022-01-10 03:36:00,USD,UK,New,Rare,10- transfers
1306,0,0,0.0,22.57799227682319,0,2022-01-18 14:33:00,USD,US,New,Active,10+ transfers
1307,0,0,0.0,96.58113466944994,0,2022-01-18 02:23:00,GBP,US,Old,Rare,10- transfers
1308,0,1,1084.5832175764092,306.66199944666124,10,2022-01-01 11:55:00,GBP,UK,New,Active,10- transfers
1309,2,1,334.12311072496414,217.10390219146504,5,2022-01-09 00:10:00,USD,UK,New,Rare,10- transfers
1310,2,1,162.2776342002904,208.3473457139751,6,2022-01-02 06:37:00,USD,UK,Old,Usual,10+ transfers
1311,1,0,0.0,1691.1431067830367,0,2022-01-18 19:49:00,USD,USD,New,Active,10+ transfers
1312,0,1,811.0414572992235,190.90712537781818,8,2022-01-10 02:11:00,EUR,US,Old,Active,10- transfers
1313,1,0,0.0,861.3008227150591,0,2022-01-16 23:25:00,GBP,UK,New,Usual,10- transfers
1314,0,0,0.0,466.12198014780904,0,2022-01-07 20:02:00,GBP,US,Old,Rare,10+ transfers
1315,0,0,0.0,1032.2869518952668,0,2022-01-01 17:03:00,EUR,US,Old,Active,10- transfers
1316,1,1,662.4987879953925,810.8586131429568,4,2022-01-18 18:11:00,GBP,UK,New,Active,10- transfers
1317,2,0,0.0,121.88881275836584,0,2022-01-13 08:48:00,EUR,UK,New,Rare,10+ transfers
1318,0,1,797.7680931381466,76.90159007594578,11,2022-01-07 17:28:00,GBP,UK,New,Usual,10+ transfers
1319,2,0,0.0,631.9432398771719,0,2022-01-21 10:52:00,GBP,UK,Old,Active,10+ transfers
1320,2,0,0.0,80.94465277063894,0,2022-01-10 17:40:00,EUR,USD,Old,Usual,10- transfers
1321,0,0,0.0,186.5531647795425,0,2022-01-20 13:37:00,USD,UK,New,Active,10- transfers
1322,1,0,0.0,450.7493887910753,0,2022-01-16 05:33:00,USD,UK,Old,Usual,10- transfers
1323,0,0,0.0,318.7303982585751,0,2022-01-09 10:40:00,USD,US,Old,Rare,10- transfers
1324,1,0,0.0,893.7987179463399,0,2022-01-09 00:53:00,EUR,USD,Old,Rare,10+ transfers
1325,2,1,340.27754859689077,1338.4900420731938,8,2022-01-17 16:00:00,GBP,US,Old,Rare,10+ transfers
1326,1,0,0.0,1608.4601124726473,0,2022-01-09 20:00:00,EUR,USD,Old,Usual,10+ transfers
1327,2,1,154.037343059873,387.6223232185304,11,2022-01-04 04:28:00,GBP,UK,New,Rare,10+ transfers
1328,0,0,0.0,278.37272561348,0,2022-01-09 05:45:00,GBP,UK,Old,Usual,10+ transfers
1329,2,0,0.0,94.9353190086167,0,2022-01-03 05:20:00,GBP,UK,Old,Active,10+ transfers
1330,0,1,289.9806958602395,3363.9030921023423,3,2022-01-06 19:46:00,GBP,UK,New,Active,10+ transfers
1331,1,1,959.5162396826921,249.8912672977496,10,2022-01-17 13:48:00,GBP,UK,New,Active,10- transfers
1332,1,0,0.0,1199.1729257572233,0,2022-01-09 14:36:00,USD,UK,Old,Usual,10- transfers
1333,0,1,531.1417988782789,456.1173940365417,6,2022-01-01 08:55:00,EUR,USD,Old,Rare,10+ transfers
1334,2,0,0.0,1172.5718195276268,0,2022-01-03 10:41:00,USD,USD,New,Rare,10- transfers
1335,1,0,0.0,233.08905462816173,0,2022-01-09 15:56:00,GBP,US,New,Usual,10+ transfers
1336,1,0,0.0,319.5390967349568,0,2022-01-14 11:38:00,EUR,US,New,Usual,10+ transfers
1337,1,1,473.52754585615315,588.5450814122294,11,2022-01-17 01:18:00,USD,US,New,Rare,10+ transfers
1338,2,0,0.0,353.59802322085,0,2022-01-11 07:25:00,EUR,US,Old,Usual,10- transfers
1339,0,0,0.0,287.7101328756447,0,2022-01-02 18:22:00,GBP,USD,New,Rare,10- transfers
1340,2,0,0.0,88.56648469205506,0,2022-01-09 04:58:00,GBP,US,New,Rare,10+ transfers
1341,1,1,813.1441811277356,306.35340809700347,10,2022-01-03 16:53:00,GBP,UK,Old,Active,10- transfers
1342,2,1,253.6872790385916,574.6161426018242,9,2022-01-15 11:03:00,EUR,USD,Old,Rare,10+ transfers
1343,0,0,0.0,107.02985618514047,0,2022-01-04 00:23:00,EUR,USD,Old,Active,10- transfers
1344,0,0,0.0,587.4536725149624,0,2022-01-17 01:45:00,EUR,UK,New,Rare,10- transfers
1345,2,1,143.7927404983691,204.9443349040798,6,2022-01-21 02:49:00,USD,US,Old,Rare,10+ transfers
1346,1,1,327.24231531699553,1110.2128083709233,14,2022-01-13 16:50:00,EUR,USD,Old,Active,10- transfers
1347,2,1,502.09251023956244,91.71166730317454,7,2022-01-16 03:40:00,GBP,UK,Old,Active,10- transfers
1348,1,0,0.0,229.8140273135312,0,2022-01-12 21:44:00,GBP,UK,Old,Rare,10- transfers
1349,2,0,0.0,306.1050397185692,0,2022-01-20 16:39:00,USD,UK,Old,Rare,10+ transfers
1350,2,0,0.0,521.7157325217136,0,2022-01-12 23:09:00,EUR,US,New,Usual,10- transfers
1351,2,0,0.0,131.90356640359556,0,2022-01-08 23:30:00,EUR,US,New,Usual,10- transfers
1352,1,0,0.0,1566.6744453584329,0,2022-01-19 04:14:00,EUR,UK,New,Usual,10+ transfers
1353,0,0,0.0,189.68012597588412,0,2022-01-18 04:04:00,EUR,UK,Old,Rare,10+ transfers
1354,1,0,0.0,834.7282530605635,0,2022-01-21 11:22:00,USD,UK,New,Active,10- transfers
1355,2,1,406.52709285785323,172.05173433137853,6,2022-01-17 09:47:00,GBP,USD,Old,Rare,10- transfers
1356,1,0,0.0,216.45143005281625,0,2022-01-14 07:33:00,GBP,UK,Old,Usual,10- transfers
1357,0,0,0.0,333.43929670070145,0,2022-01-12 21:34:00,USD,USD,New,Active,10- transfers
1358,2,0,0.0,556.2333703975281,0,2022-01-02 20:09:00,USD,UK,New,Usual,10+ transfers
1359,2,1,1417.303500869325,976.1090500283676,9,2022-01-19 11:06:00,USD,USD,Old,Rare,10- transfers
1360,0,1,581.3882101537282,307.8551435220464,14,2022-01-06 07:40:00,EUR,USD,New,Usual,10+ transfers
1361,0,0,0.0,217.7743315856897,0,2022-01-05 06:19:00,USD,USD,New,Rare,10+ transfers
1362,2,1,372.73267802864814,221.70527794231901,12,2022-01-04 20:40:00,EUR,US,New,Usual,10+ transfers
1363,1,1,624.9871993479323,578.1538269526934,7,2022-01-01 18:11:00,GBP,USD,Old,Active,10- transfers
1364,0,1,228.21930096853936,881.0249164859474,11,2022-01-10 19:51:00,USD,UK,New,Active,10- transfers
1365,2,1,668.3968359708604,129.51444409308854,8,2022-01-09 21:54:00,EUR,UK,New,Active,10+ transfers
1366,0,1,1118.9653651321853,455.63245064498784,5,2022-01-21 16:24:00,GBP,US,New,Usual,10- transfers
1367,0,0,0.0,170.67467059893045,0,2022-01-09 14:39:00,USD,UK,New,Usual,10+ transfers
1368,2,0,0.0,327.8361104017574,0,2022-01-05 07:31:00,EUR,UK,Old,Active,10+ transfers
1369,2,0,0.0,202.505449935938,0,2022-01-04 01:50:00,GBP,USD,Old,Rare,10+ transfers
1370,0,1,439.61761830455475,194.03534745599157,13,2022-01-09 07:38:00,EUR,UK,Old,Usual,10+ transfers
1371,1,0,0.0,155.45591298434118,0,2022-01-20 06:33:00,EUR,US,New,Active,10+ transfers
1372,1,1,233.30036663613953,145.22131373500852,4,2022-01-14 18:29:00,USD,USD,New,Usual,10- transfers
1373,0,0,0.0,717.7479517078423,0,2022-01-08 11:37:00,USD,UK,Old,Active,10- transfers
1374,2,0,0.0,526.3297733214255,0,2022-01-14 22:36:00,USD,USD,New,Rare,10- transfers
1375,2,0,0.0,707.890892271867,0,2022-01-20 05:01:00,GBP,UK,Old,Active,10- transfers
1376,1,0,0.0,189.74393771452804,0,2022-01-13 21:28:00,USD,UK,New,Usual,10- transfers
1377,2,0,0.0,189.44158604549474,0,2022-01-05 16:30:00,GBP,USD,Old,Active,10- transfers
1378,2,1,516.8054101228059,189.81914925613347,10,2022-01-11 06:08:00,USD,US,New,Rare,10+ transfers
1379,0,0,0.0,93.69201565970488,0,2022-01-09 12:57:00,EUR,US,New,Rare,10- transfers
1380,1,1,95.05281059677344,337.68205961853147,15,2022-01-14 20:30:00,USD,US,New,Active,10- transfers
1381,1,1,1228.329942165514,902.806249441958,10,2022-01-07 06:19:00,EUR,USD,Old,Usual,10+ transfers
1382,1,0,0.0,1082.478477240801,0,2022-01-20 17:22:00,GBP,UK,New,Rare,10+ transfers
1383,2,1,4590.051850598856,54.67941835998655,8,2022-01-19 02:33:00,GBP,USD,Old,Active,10+ transfers
1384,1,0,0.0,906.5830823270231,0,2022-01-07 05:30:00,GBP,US,New,Active,10+ transfers
1385,1,1,225.12622801055315,153.14199502921116,10,2022-01-20 05:49:00,GBP,USD,New,Rare,10- transfers
1386,0,0,0.0,169.86490846844316,0,2022-01-07 21:16:00,GBP,UK,Old,Active,10- transfers
1387,1,0,0.0,122.02389589731128,0,2022-01-16 07:18:00,EUR,USD,Old,Rare,10+ transfers
1388,2,1,1228.3618979671255,314.1134598498196,8,2022-01-05 23:10:00,GBP,US,Old,Usual,10- transfers
1389,2,1,95.93243818044506,198.25596742829728,9,2022-01-12 01:26:00,USD,USD,Old,Rare,10- transfers
1390,0,0,0.0,691.2862973250496,0,2022-01-08 01:11:00,GBP,UK,Old,Active,10+ transfers
1391,2,0,0.0,2214.534328490049,0,2022-01-19 02:37:00,GBP,USD,New,Active,10- transfers
1392,2,0,0.0,305.4916726022311,0,2022-01-18 09:05:00,EUR,USD,Old,Active,10- transfers
1393,2,1,554.9074897657007,1690.769068835601,8,2022-01-02 08:38:00,EUR,US,Old,Rare,10- transfers
1394,0,0,0.0,1180.6019744937146,0,2022-01-11 08:13:00,GBP,USD,New,Rare,10+ transfers
1395,2,0,0.0,153.86484820870962,0,2022-01-14 21:50:00,EUR,US,Old,Rare,10+ transfers
1396,0,0,0.0,62.071776544453215,0,2022-01-03 17:08:00,EUR,USD,Old,Usual,10+ transfers
1397,0,0,0.0,230.59197511701936,0,2022-01-13 04:45:00,EUR,US,Old,Usual,10+ transfers
1398,2,0,0.0,587.7304892167485,0,2022-01-05 00:21:00,EUR,US,New,Active,10+ transfers
1399,2,1,422.2933524790797,124.56072092596717,6,2022-01-05 01:53:00,USD,UK,New,Usual,10- transfers
1400,1,0,0.0,474.45531455884037,0,2022-01-02 13:33:00,USD,US,New,Usual,10+ transfers
1401,0,0,0.0,163.66590299232485,0,2022-01-12 17:49:00,EUR,US,Old,Rare,10+ transfers
1402,2,1,1294.4681829001386,731.1131792664402,9,2022-01-07 08:42:00,USD,UK,Old,Active,10- transfers
1403,1,0,0.0,194.88165424089854,0,2022-01-14 14:27:00,EUR,USD,New,Usual,10- transfers
1404,2,0,0.0,1558.514218070345,0,2022-01-12 22:04:00,GBP,USD,Old,Usual,10- transfers
1405,1,0,0.0,214.6088668474905,0,2022-01-20 21:04:00,USD,US,New,Rare,10- transfers
1406,2,0,0.0,335.8991071885612,0,2022-01-04 19:12:00,EUR,UK,Old,Active,10+ transfers
1407,0,0,0.0,490.57982490411393,0,2022-01-19 20:58:00,GBP,USD,Old,Usual,10+ transfers
1408,1,0,0.0,182.03535345243588,0,2022-01-17 05:34:00,GBP,USD,New,Rare,10+ transfers
1409,0,0,0.0,722.7658320426207,0,2022-01-02 21:45:00,USD,USD,Old,Usual,10+ transfers
1410,0,1,348.8928977373816,188.91448217949562,9,2022-01-12 05:44:00,USD,US,New,Rare,10- transfers
